date,location,population,new_cases,total_cases,new_deaths,total_deaths,new_vaccinations,total_vaccinations,moving_avg_7d,cases_per_100k,vaccination_pct,case_fatality_rate
2020-10-20,Kosovo,1800000,904,165535,10,1839,0,0,916.6,9196.39,0.0,1.111
2020-10-21,Kosovo,1800000,926,166461,10,1849,0,0,915.4,9247.83,0.0,1.111
2020-10-22,Kosovo,1800000,910,167371,10,1859,0,0,913.7,9298.39,0.0,1.111
2020-10-23,Kosovo,1800000,916,168287,11,1870,0,0,917.3,9349.28,0.0,1.111
2020-10-24,Kosovo,1800000,924,169211,10,1880,0,0,917.6,9400.61,0.0,1.111
2020-10-25,Kosovo,1800000,898,170109,10,1890,0,0,913.6,9450.5,0.0,1.111
2020-10-26,Kosovo,1800000,893,171002,10,1900,0,0,910.1,9500.11,0.0,1.111
2020-10-27,Kosovo,1800000,912,171914,10,1910,0,0,911.3,9550.78,0.0,1.111
2020-10-28,Kosovo,1800000,912,172826,11,1921,0,0,909.3,9601.44,0.0,1.112
2020-10-29,Kosovo,1800000,901,173727,11,1932,0,0,908.0,9651.5,0.0,1.112
2020-10-30,Kosovo,1800000,877,174604,10,1942,0,0,902.4,9700.22,0.0,1.112
2020-10-31,Kosovo,1800000,856,175460,10,1952,0,0,892.7,9747.78,0.0,1.113
2020-11-01,Kosovo,1800000,897,176357,10,1962,0,0,892.6,9797.61,0.0,1.113
2020-11-02,Kosovo,1800000,888,177245,10,1972,0,0,891.9,9846.94,0.0,1.113
2020-11-03,Kosovo,1800000,923,178168,11,1983,0,0,893.4,9898.22,0.0,1.113
2020-11-04,Kosovo,1800000,878,179046,10,1993,0,0,888.6,9947.0,0.0,1.113
2020-11-05,Kosovo,1800000,881,179927,10,2003,0,0,885.7,9995.94,0.0,1.113
2020-11-06,Kosovo,1800000,855,180782,10,2013,0,0,882.6,10043.44,0.0,1.113
2020-11-07,Kosovo,1800000,900,181682,11,2024,0,0,888.9,10093.44,0.0,1.114
2020-11-08,Kosovo,1800000,893,182575,10,2034,0,0,888.3,10143.06,0.0,1.114
2020-11-09,Kosovo,1800000,845,183420,10,2044,0,0,882.1,10190.0,0.0,1.114
2020-11-10,Kosovo,1800000,862,184282,10,2054,0,0,873.4,10237.89,0.0,1.115
2020-11-11,Kosovo,1800000,829,185111,10,2064,0,0,866.4,10283.94,0.0,1.115
2020-11-12,Kosovo,1800000,855,185966,10,2074,0,0,862.7,10331.44,0.0,1.115
2020-11-13,Kosovo,1800000,838,186804,9,2083,0,0,860.3,10378.0,0.0,1.115
2020-11-14,Kosovo,1800000,869,187673,10,2093,0,0,855.9,10426.28,0.0,1.115
2020-11-15,Kosovo,1800000,828,188501,9,2102,0,0,846.6,10472.28,0.0,1.115
2020-11-16,Kosovo,1800000,843,189344,10,2112,0,0,846.3,10519.11,0.0,1.115
2020-11-17,Kosovo,1800000,842,190186,9,2121,0,0,843.4,10565.89,0.0,1.115
2020-11-18,Kosovo,1800000,840,191026,9,2130,0,0,845.0,10612.56,0.0,1.115
2020-11-19,Kosovo,1800000,793,191819,9,2139,0,0,836.1,10656.61,0.0,1.115
2020-11-20,Kosovo,1800000,834,192653,10,2149,0,0,835.6,10702.94,0.0,1.115
2020-11-21,Kosovo,1800000,869,193522,10,2159,0,0,835.6,10751.22,0.0,1.116
2020-11-22,Kosovo,1800000,827,194349,9,2168,0,0,835.4,10797.17,0.0,1.116
2020-11-23,Kosovo,1800000,875,195224,10,2178,0,0,840.0,10845.78,0.0,1.116
2020-11-24,Kosovo,1800000,826,196050,9,2187,0,0,837.7,10891.67,0.0,1.116
2020-11-25,Kosovo,1800000,825,196875,9,2196,0,0,835.6,10937.5,0.0,1.115
2020-11-26,Kosovo,1800000,808,197683,9,2205,0,0,837.7,10982.39,0.0,1.115
2020-11-27,Kosovo,1800000,814,198497,9,2214,0,0,834.9,11027.61,0.0,1.115
2020-11-28,Kosovo,1800000,798,199295,9,2223,0,0,824.7,11071.94,0.0,1.115
2020-11-29,Kosovo,1800000,802,200097,10,2233,0,0,821.1,11116.5,0.0,1.116
2020-11-30,Kosovo,1800000,754,200851,9,2242,0,0,803.9,11158.39,0.0,1.116
2020-12-01,Kosovo,1800000,820,201671,9,2251,0,0,803.0,11203.94,0.0,1.116
2020-12-02,Kosovo,1800000,787,202458,9,2260,0,0,797.6,11247.67,0.0,1.116
2020-12-03,Kosovo,1800000,763,203221,8,2268,0,0,791.1,11290.06,0.0,1.116
2020-12-04,Kosovo,1800000,764,203985,9,2277,0,0,784.0,11332.5,0.0,1.116
2020-12-05,Kosovo,1800000,796,204781,10,2287,0,0,783.7,11376.72,0.0,1.117
2020-12-06,Kosovo,1800000,787,205568,8,2295,0,0,781.6,11420.44,0.0,1.116
2020-12-07,Kosovo,1800000,760,206328,9,2304,0,0,782.4,11462.67,0.0,1.117
2020-12-08,Kosovo,1800000,742,207070,9,2313,0,0,771.3,11503.89,0.0,1.117
2020-12-09,Kosovo,1800000,754,207824,8,2321,0,0,766.6,11545.78,0.0,1.117
2020-12-10,Kosovo,1800000,766,208590,9,2330,0,0,767.0,11588.33,0.0,1.117
2020-12-11,Kosovo,1800000,741,209331,9,2339,0,0,763.7,11629.5,0.0,1.117
2020-12-12,Kosovo,1800000,723,210054,8,2347,0,0,753.3,11669.67,0.0,1.117
2020-12-13,Kosovo,1800000,747,210801,8,2355,0,0,747.6,11711.17,0.0,1.117
2020-12-14,Kosovo,1800000,737,211538,8,2363,0,0,744.3,11752.11,0.0,1.117
2020-12-15,Kosovo,1800000,741,212279,8,2371,0,0,744.1,11793.28,0.0,1.117
2020-12-16,Kosovo,1800000,709,212988,8,2379,0,0,737.7,11832.67,0.0,1.117
2020-12-17,Kosovo,1800000,700,213688,7,2386,0,0,728.3,11871.56,0.0,1.117
2020-12-18,Kosovo,1800000,678,214366,8,2394,0,0,719.3,11909.22,0.0,1.117
2020-12-19,Kosovo,1800000,677,215043,8,2402,0,0,712.7,11946.83,0.0,1.117
2020-12-20,Kosovo,1800000,656,215699,8,2410,0,0,699.7,11983.28,0.0,1.117
2020-12-21,Kosovo,1800000,691,216390,8,2418,0,0,693.1,12021.67,0.0,1.117
2020-12-22,Kosovo,1800000,671,217061,8,2426,0,0,683.1,12058.94,0.0,1.118
2020-12-23,Kosovo,1800000,673,217734,8,2434,0,0,678.0,12096.33,0.0,1.118
2020-12-24,Kosovo,1800000,669,218403,8,2442,0,0,673.6,12133.5,0.0,1.118
2020-12-25,Kosovo,1800000,654,219057,7,2449,0,0,670.1,12169.83,0.0,1.118
2020-12-26,Kosovo,1800000,659,219716,7,2456,0,0,667.6,12206.44,0.0,1.118
2020-12-27,Kosovo,1800000,622,220338,7,2463,0,0,662.7,12241.0,0.0,1.118
2020-12-28,Kosovo,1800000,642,220980,7,2470,0,0,655.7,12276.67,0.0,1.118
2020-12-29,Kosovo,1800000,632,221612,7,2477,0,0,650.1,12311.78,0.0,1.118
2020-12-30,Kosovo,1800000,615,222227,7,2484,0,0,641.9,12345.94,0.0,1.118
2020-12-31,Kosovo,1800000,621,222848,7,2491,0,0,635.0,12380.44,0.0,1.118
2021-01-01,Kosovo,1800000,617,223465,6,2497,0,0,629.7,12414.72,0.0,1.117
2021-01-02,Kosovo,1800000,621,224086,7,2504,0,0,624.3,12449.22,0.0,1.117
2021-01-03,Kosovo,1800000,600,224686,7,2511,0,0,621.1,12482.56,0.0,1.118
2021-01-04,Kosovo,1800000,617,225303,7,2518,0,0,617.6,12516.83,0.0,1.118
2021-01-05,Kosovo,1800000,547,225850,6,2524,0,0,605.4,12547.22,0.0,1.118
2021-01-06,Kosovo,1800000,561,226411,6,2530,0,0,597.7,12578.39,0.0,1.117
2021-01-07,Kosovo,1800000,575,226986,6,2536,0,0,591.1,12610.33,0.0,1.117
2021-01-08,Kosovo,1800000,563,227549,6,2542,0,0,583.4,12641.61,0.0,1.117
2021-01-09,Kosovo,1800000,542,228091,5,2547,0,0,572.1,12671.72,0.0,1.117
2021-01-10,Kosovo,1800000,530,228621,5,2552,0,0,562.1,12701.17,0.0,1.116
2021-01-11,Kosovo,1800000,523,229144,6,2558,0,0,548.7,12730.22,0.0,1.116
2021-01-12,Kosovo,1800000,517,229661,7,2565,0,0,544.4,12758.94,0.0,1.117
2021-01-13,Kosovo,1800000,537,230198,6,2571,0,0,541.0,12788.78,0.0,1.117
2021-01-14,Kosovo,1800000,506,230704,6,2577,0,0,531.1,12816.89,0.0,1.117
2021-01-15,Kosovo,1800000,505,231209,6,2583,0,0,522.9,12844.94,0.0,1.117
2021-01-16,Kosovo,1800000,555,231764,6,2589,0,0,524.7,12875.78,0.0,1.117
2021-01-17,Kosovo,1800000,523,232287,5,2594,0,0,523.7,12904.83,0.0,1.117
2021-01-18,Kosovo,1800000,495,232782,6,2600,0,0,519.7,12932.33,0.0,1.117
2021-01-19,Kosovo,1800000,478,233260,6,2606,0,0,514.1,12958.89,0.0,1.117
2021-01-20,Kosovo,1800000,496,233756,5,2611,0,0,508.3,12986.44,0.0,1.117
2021-01-21,Kosovo,1800000,488,234244,6,2617,0,0,505.7,13013.56,0.0,1.117
2021-01-22,Kosovo,1800000,481,234725,5,2622,0,0,502.3,13040.28,0.0,1.117
2021-01-23,Kosovo,1800000,450,235175,5,2627,0,0,487.3,13065.28,0.0,1.117
2021-01-24,Kosovo,1800000,456,235631,5,2632,0,0,477.7,13090.61,0.0,1.117
2021-01-25,Kosovo,1800000,454,236085,4,2636,0,0,471.9,13115.83,0.0,1.117
2021-01-26,Kosovo,1800000,451,236536,5,2641,0,0,468.0,13140.89,0.0,1.117
2021-01-27,Kosovo,1800000,447,236983,5,2646,0,0,461.0,13165.72,0.0,1.117
2021-01-28,Kosovo,1800000,446,237429,5,2651,0,0,455.0,13190.5,0.0,1.117
2021-01-29,Kosovo,1800000,423,237852,4,2655,0,0,446.7,13214.0,0.0,1.116
2021-01-30,Kosovo,1800000,425,238277,5,2660,0,0,443.1,13237.61,0.0,1.116
2021-01-31,Kosovo,1800000,416,238693,4,2664,0,0,437.4,13260.72,0.0,1.116
2021-02-01,Kosovo,1800000,385,239078,5,2669,0,0,427.6,13282.11,0.0,1.116
2021-02-02,Kosovo,1800000,397,239475,5,2674,0,0,419.9,13304.17,0.0,1.117
2021-02-03,Kosovo,1800000,392,239867,4,2678,0,0,412.0,13325.94,0.0,1.116
2021-02-04,Kosovo,1800000,402,240269,4,2682,0,0,405.7,13348.28,0.0,1.116
2021-02-05,Kosovo,1800000,380,240649,4,2686,1,1,399.6,13369.39,0.0,1.116
2021-02-06,Kosovo,1800000,353,241002,4,2690,4,5,389.3,13389.0,0.0,1.116
2021-02-07,Kosovo,1800000,362,241364,4,2694,6,11,381.6,13409.11,0.0,1.116
2021-02-08,Kosovo,1800000,347,241711,4,2698,8,19,376.1,13428.39,0.0,1.116
2021-02-09,Kosovo,1800000,357,242068,4,2702,9,28,370.4,13448.22,0.0,1.116
2021-02-10,Kosovo,1800000,359,242427,4,2706,14,42,365.7,13468.17,0.0,1.116
2021-02-11,Kosovo,1800000,331,242758,4,2710,14,56,355.6,13486.56,0.0,1.116
2021-02-12,Kosovo,1800000,353,243111,4,2714,19,75,351.7,13506.17,0.0,1.116
2021-02-13,Kosovo,1800000,326,243437,4,2718,18,93,347.9,13524.28,0.01,1.117
2021-02-14,Kosovo,1800000,317,243754,4,2722,17,110,341.4,13541.89,0.01,1.117
2021-02-15,Kosovo,1800000,306,244060,3,2725,21,131,335.6,13558.89,0.01,1.117
2021-02-16,Kosovo,1800000,294,244354,3,2728,26,157,326.6,13575.22,0.01,1.116
2021-02-17,Kosovo,1800000,344,244698,4,2732,31,188,324.4,13594.33,0.01,1.116
2021-02-18,Kosovo,1800000,366,245064,4,2736,25,213,329.4,13614.67,0.01,1.116
2021-02-19,Kosovo,1800000,325,245389,4,2740,32,245,325.4,13632.72,0.01,1.117
2021-02-20,Kosovo,1800000,292,245681,3,2743,29,274,320.6,13648.94,0.02,1.116
2021-02-21,Kosovo,1800000,307,245988,3,2746,39,313,319.1,13666.0,0.02,1.116
2021-02-22,Kosovo,1800000,307,246295,3,2749,44,357,319.3,13683.06,0.02,1.116
2021-02-23,Kosovo,1800000,339,246634,3,2752,42,399,325.7,13701.89,0.02,1.116
2021-02-24,Kosovo,1800000,320,246954,3,2755,37,436,322.3,13719.67,0.02,1.116
2021-02-25,Kosovo,1800000,318,247272,3,2758,45,481,315.4,13737.33,0.03,1.115
2021-02-26,Kosovo,1800000,299,247571,3,2761,52,533,311.7,13753.94,0.03,1.115
2021-02-27,Kosovo,1800000,304,247875,3,2764,55,588,313.4,13770.83,0.03,1.115
2021-02-28,Kosovo,1800000,325,248200,4,2768,51,639,316.0,13788.89,0.04,1.115
2021-03-01,Kosovo,1800000,312,248512,3,2771,49,688,316.7,13806.22,0.04,1.115
2021-03-02,Kosovo,1800000,331,248843,3,2774,54,742,315.6,13824.61,0.04,1.115
2021-03-03,Kosovo,1800000,306,249149,3,2777,64,806,313.6,13841.61,0.04,1.115
2021-03-04,Kosovo,1800000,253,249402,2,2779,60,866,304.3,13855.67,0.05,1.114
2021-03-05,Kosovo,1800000,307,249709,4,2783,64,930,305.4,13872.72,0.05,1.114
2021-03-06,Kosovo,1800000,287,249996,3,2786,72,1002,303.0,13888.67,0.06,1.114
2021-03-07,Kosovo,1800000,327,250323,4,2790,73,1075,303.3,13906.83,0.06,1.115
2021-03-08,Kosovo,1800000,324,250647,4,2794,75,1150,305.0,13924.83,0.06,1.115
2021-03-09,Kosovo,1800000,336,250983,4,2798,72,1222,305.7,13943.5,0.07,1.115
2021-03-10,Kosovo,1800000,305,251288,3,2801,81,1303,305.6,13960.44,0.07,1.115
2021-03-11,Kosovo,1800000,314,251602,3,2804,68,1371,314.3,13977.89,0.08,1.114
2021-03-12,Kosovo,1800000,305,251907,3,2807,84,1455,314.0,13994.83,0.08,1.114
2021-03-13,Kosovo,1800000,318,252225,4,2811,62,1517,318.4,14012.5,0.08,1.114
2021-03-14,Kosovo,1800000,333,252558,3,2814,94,1611,319.3,14031.0,0.09,1.114
2021-03-15,Kosovo,1800000,294,252852,3,2817,85,1696,315.0,14047.33,0.09,1.114
2021-03-16,Kosovo,1800000,345,253197,4,2821,70,1766,316.3,14066.5,0.1,1.114
2021-03-17,Kosovo,1800000,323,253520,4,2825,101,1867,318.9,14084.44,0.1,1.114
2021-03-18,Kosovo,1800000,340,253860,3,2828,102,1969,322.6,14103.33,0.11,1.114
2021-03-19,Kosovo,1800000,311,254171,3,2831,82,2051,323.4,14120.61,0.11,1.114
2021-03-20,Kosovo,1800000,312,254483,3,2834,94,2145,322.6,14137.94,0.12,1.114
2021-03-21,Kosovo,1800000,341,254824,3,2837,76,2221,323.7,14156.89,0.12,1.113
2021-03-22,Kosovo,1800000,326,255150,3,2840,77,2298,328.3,14175.0,0.13,1.113
2021-03-23,Kosovo,1800000,348,255498,4,2844,105,2403,328.7,14194.33,0.13,1.113
2021-03-24,Kosovo,1800000,289,255787,3,2847,120,2523,323.9,14210.39,0.14,1.113
2021-03-25,Kosovo,1800000,294,256081,2,2849,88,2611,317.3,14226.72,0.15,1.113
2021-03-26,Kosovo,1800000,332,256413,4,2853,92,2703,320.3,14245.17,0.15,1.113
2021-03-27,Kosovo,1800000,325,256738,3,2856,113,2816,322.1,14263.22,0.16,1.112
2021-03-28,Kosovo,1800000,316,257054,3,2859,127,2943,318.6,14280.78,0.16,1.112
2021-03-29,Kosovo,1800000,354,257408,3,2862,106,3049,322.6,14300.44,0.17,1.112
2021-03-30,Kosovo,1800000,337,257745,3,2865,100,3149,321.0,14319.17,0.17,1.112
2021-03-31,Kosovo,1800000,298,258043,4,2869,131,3280,322.3,14335.72,0.18,1.112
2021-04-01,Kosovo,1800000,330,258373,3,2872,102,3382,327.4,14354.06,0.19,1.112
2021-04-02,Kosovo,1800000,327,258700,4,2876,131,3513,326.7,14372.22,0.2,1.112
2021-04-03,Kosovo,1800000,329,259029,4,2880,127,3640,327.3,14390.5,0.2,1.112
2021-04-04,Kosovo,1800000,325,259354,4,2884,137,3777,328.6,14408.56,0.21,1.112
2021-04-05,Kosovo,1800000,303,259657,3,2887,106,3883,321.3,14425.39,0.22,1.112
2021-04-06,Kosovo,1800000,309,259966,4,2891,112,3995,317.3,14442.56,0.22,1.112
2021-04-07,Kosovo,1800000,308,260274,3,2894,133,4128,318.7,14459.67,0.23,1.112
2021-04-08,Kosovo,1800000,337,260611,3,2897,121,4249,319.7,14478.39,0.24,1.112
2021-04-09,Kosovo,1800000,317,260928,3,2900,110,4359,318.3,14496.0,0.24,1.111
2021-04-10,Kosovo,1800000,314,261242,2,2902,141,4500,316.1,14513.44,0.25,1.111
2021-04-11,Kosovo,1800000,341,261583,3,2905,157,4657,318.4,14532.39,0.26,1.111
2021-04-12,Kosovo,1800000,305,261888,3,2908,125,4782,318.7,14549.33,0.27,1.11
2021-04-13,Kosovo,1800000,366,262254,4,2912,153,4935,326.9,14569.67,0.27,1.11
2021-04-14,Kosovo,1800000,318,262572,3,2915,134,5069,328.3,14587.33,0.28,1.11
2021-04-15,Kosovo,1800000,307,262879,3,2918,137,5206,324.0,14604.39,0.29,1.11
2021-04-16,Kosovo,1800000,305,263184,3,2921,152,5358,322.3,14621.33,0.3,1.11
2021-04-17,Kosovo,1800000,340,263524,4,2925,132,5490,326.0,14640.22,0.3,1.11
2021-04-18,Kosovo,1800000,348,263872,4,2929,123,5613,327.0,14659.56,0.31,1.11
2021-04-19,Kosovo,1800000,355,264227,4,2933,177,5790,334.1,14679.28,0.32,1.11
2021-04-20,Kosovo,1800000,339,264566,4,2937,146,5936,330.3,14698.11,0.33,1.11
2021-04-21,Kosovo,1800000,327,264893,4,2941,178,6114,331.6,14716.28,0.34,1.11
2021-04-22,Kosovo,1800000,366,265259,4,2945,162,6276,340.0,14736.61,0.35,1.11
2021-04-23,Kosovo,1800000,325,265584,3,2948,134,6410,342.9,14754.67,0.36,1.11
2021-04-24,Kosovo,1800000,323,265907,3,2951,189,6599,340.4,14772.61,0.37,1.11
2021-04-25,Kosovo,1800000,320,266227,3,2954,186,6785,336.4,14790.39,0.38,1.11
2021-04-26,Kosovo,1800000,341,266568,4,2958,172,6957,334.4,14809.33,0.39,1.11
2021-04-27,Kosovo,1800000,328,266896,4,2962,205,7162,332.9,14827.56,0.4,1.11
2021-04-28,Kosovo,1800000,349,267245,4,2966,152,7314,336.0,14846.94,0.41,1.11
2021-04-29,Kosovo,1800000,342,267587,4,2970,142,7456,332.6,14865.94,0.41,1.11
2021-04-30,Kosovo,1800000,349,267936,3,2973,203,7659,336.0,14885.33,0.43,1.11
2021-05-01,Kosovo,1800000,374,268310,4,2977,174,7833,343.3,14906.11,0.44,1.11
2021-05-02,Kosovo,1800000,338,268648,3,2980,217,8050,345.9,14924.89,0.45,1.109
2021-05-03,Kosovo,1800000,335,268983,4,2984,200,8250,345.0,14943.5,0.46,1.109
2021-05-04,Kosovo,1800000,385,269368,4,2988,215,8465,353.1,14964.89,0.47,1.109
2021-05-05,Kosovo,1800000,339,269707,3,2991,194,8659,351.7,14983.72,0.48,1.109
2021-05-06,Kosovo,1800000,397,270104,5,2996,207,8866,359.6,15005.78,0.49,1.109
2021-05-07,Kosovo,1800000,381,270485,4,3000,223,9089,364.1,15026.94,0.5,1.109
2021-05-08,Kosovo,1800000,366,270851,4,3004,230,9319,363.0,15047.28,0.52,1.109
2021-05-09,Kosovo,1800000,384,271235,4,3008,195,9514,369.6,15068.61,0.53,1.109
2021-05-10,Kosovo,1800000,391,271626,4,3012,194,9708,377.6,15090.33,0.54,1.109
2021-05-11,Kosovo,1800000,343,271969,4,3016,207,9915,371.6,15109.39,0.55,1.109
2021-05-12,Kosovo,1800000,379,272348,4,3020,240,10155,377.3,15130.44,0.56,1.109
2021-05-13,Kosovo,1800000,402,272750,4,3024,190,10345,378.0,15152.78,0.57,1.109
2021-05-14,Kosovo,1800000,381,273131,4,3028,245,10590,378.0,15173.94,0.59,1.109
2021-05-15,Kosovo,1800000,364,273495,4,3032,173,10763,377.7,15194.17,0.6,1.109
2021-05-16,Kosovo,1800000,395,273890,4,3036,197,10960,379.3,15216.11,0.61,1.108
2021-05-17,Kosovo,1800000,391,274281,5,3041,191,11151,379.3,15237.83,0.62,1.109
2021-05-18,Kosovo,1800000,425,274706,5,3046,186,11337,391.0,15261.44,0.63,1.109
2021-05-19,Kosovo,1800000,415,275121,5,3051,214,11551,396.1,15284.5,0.64,1.109
2021-05-20,Kosovo,1800000,408,275529,5,3056,226,11777,397.0,15307.17,0.65,1.109
2021-05-21,Kosovo,1800000,401,275930,4,3060,186,11963,399.9,15329.44,0.66,1.109
2021-05-22,Kosovo,1800000,412,276342,4,3064,226,12189,406.7,15352.33,0.68,1.109
2021-05-23,Kosovo,1800000,417,276759,4,3068,264,12453,409.9,15375.5,0.69,1.109
2021-05-24,Kosovo,1800000,427,277186,4,3072,185,12638,415.0,15399.22,0.7,1.108
2021-05-25,Kosovo,1800000,434,277620,5,3077,263,12901,416.3,15423.33,0.72,1.108
2021-05-26,Kosovo,1800000,455,278075,4,3081,230,13131,422.0,15448.61,0.73,1.108
2021-05-27,Kosovo,1800000,428,278503,5,3086,189,13320,424.9,15472.39,0.74,1.108
2021-05-28,Kosovo,1800000,470,278973,5,3091,207,13527,434.7,15498.5,0.75,1.108
2021-05-29,Kosovo,1800000,461,279434,5,3096,232,13759,441.7,15524.11,0.76,1.108
2021-05-30,Kosovo,1800000,459,279893,5,3101,258,14017,447.7,15549.61,0.78,1.108
2021-05-31,Kosovo,1800000,467,280360,6,3107,253,14270,453.4,15575.56,0.79,1.108
2021-06-01,Kosovo,1800000,478,280838,6,3113,198,14468,459.7,15602.11,0.8,1.108
2021-06-02,Kosovo,1800000,484,281322,5,3118,263,14731,463.9,15629.0,0.82,1.108
2021-06-03,Kosovo,1800000,498,281820,5,3123,237,14968,473.9,15656.67,0.83,1.108
2021-06-04,Kosovo,1800000,478,282298,5,3128,266,15234,475.0,15683.22,0.85,1.108
2021-06-05,Kosovo,1800000,497,282795,6,3134,290,15524,480.1,15710.83,0.86,1.108
2021-06-06,Kosovo,1800000,510,283305,6,3140,279,15803,487.4,15739.17,0.88,1.108
2021-06-07,Kosovo,1800000,505,283810,6,3146,239,16042,492.9,15767.22,0.89,1.108
2021-06-08,Kosovo,1800000,534,284344,6,3152,286,16328,500.9,15796.89,0.91,1.109
2021-06-09,Kosovo,1800000,516,284860,6,3158,294,16622,505.4,15825.56,0.92,1.109
2021-06-10,Kosovo,1800000,529,285389,5,3163,211,16833,509.9,15854.94,0.94,1.108
2021-06-11,Kosovo,1800000,513,285902,5,3168,254,17087,514.9,15883.44,0.95,1.108
2021-06-12,Kosovo,1800000,523,286425,6,3174,261,17348,518.6,15912.5,0.96,1.108
2021-06-13,Kosovo,1800000,533,286958,5,3179,239,17587,521.9,15942.11,0.98,1.108
2021-06-14,Kosovo,1800000,553,287511,6,3185,289,17876,528.7,15972.83,0.99,1.108
2021-06-15,Kosovo,1800000,543,288054,7,3192,260,18136,530.0,16003.0,1.01,1.108
2021-06-16,Kosovo,1800000,562,288616,7,3199,273,18409,536.6,16034.22,1.02,1.108
2021-06-17,Kosovo,1800000,541,289157,5,3204,286,18695,538.3,16064.28,1.04,1.108
2021-06-18,Kosovo,1800000,614,289771,7,3211,309,19004,552.7,16098.39,1.06,1.108
2021-06-19,Kosovo,1800000,588,290359,7,3218,333,19337,562.0,16131.06,1.07,1.108
2021-06-20,Kosovo,1800000,578,290937,7,3225,332,19669,568.4,16163.17,1.09,1.108
2021-06-21,Kosovo,1800000,574,291511,6,3231,284,19953,571.4,16195.06,1.11,1.108
2021-06-22,Kosovo,1800000,577,292088,6,3237,265,20218,576.3,16227.11,1.12,1.108
2021-06-23,Kosovo,1800000,601,292689,7,3244,268,20486,581.9,16260.5,1.14,1.108
2021-06-24,Kosovo,1800000,630,293319,7,3251,265,20751,594.6,16295.5,1.15,1.108
2021-06-25,Kosovo,1800000,590,293909,6,3257,256,21007,591.1,16328.28,1.17,1.108
2021-06-26,Kosovo,1800000,596,294505,7,3264,299,21306,592.3,16361.39,1.18,1.108
2021-06-27,Kosovo,1800000,607,295112,7,3271,306,21612,596.4,16395.11,1.2,1.108
2021-06-28,Kosovo,1800000,648,295760,7,3278,306,21918,607.0,16431.11,1.22,1.108
2021-06-29,Kosovo,1800000,630,296390,7,3285,357,22275,614.6,16466.11,1.24,1.108
2021-06-30,Kosovo,1800000,654,297044,8,3293,351,22626,622.1,16502.44,1.26,1.109
2021-07-01,Kosovo,1800000,624,297668,7,3300,320,22946,621.3,16537.11,1.27,1.109
2021-07-02,Kosovo,1800000,662,298330,7,3307,358,23304,631.6,16573.89,1.29,1.109
2021-07-03,Kosovo,1800000,623,298953,7,3314,346,23650,635.4,16608.5,1.31,1.109
2021-07-04,Kosovo,1800000,665,299618,7,3321,303,23953,643.7,16645.44,1.33,1.108
2021-07-05,Kosovo,1800000,642,300260,7,3328,330,24283,642.9,16681.11,1.35,1.108
2021-07-06,Kosovo,1800000,699,300959,7,3335,275,24558,652.7,16719.94,1.36,1.108
2021-07-07,Kosovo,1800000,674,301633,8,3343,283,24841,655.6,16757.39,1.38,1.108
2021-07-08,Kosovo,1800000,689,302322,8,3351,327,25168,664.9,16795.67,1.4,1.108
2021-07-09,Kosovo,1800000,661,302983,7,3358,335,25503,664.7,16832.39,1.42,1.108
2021-07-10,Kosovo,1800000,680,303663,8,3366,278,25781,672.9,16870.17,1.43,1.108
2021-07-11,Kosovo,1800000,664,304327,8,3374,318,26099,672.7,16907.06,1.45,1.109
2021-07-12,Kosovo,1800000,700,305027,8,3382,394,26493,681.0,16945.94,1.47,1.109
2021-07-13,Kosovo,1800000,696,305723,9,3391,302,26795,680.6,16984.61,1.49,1.109
2021-07-14,Kosovo,1800000,670,306393,7,3398,314,27109,680.0,17021.83,1.51,1.109
2021-07-15,Kosovo,1800000,694,307087,8,3406,278,27387,680.7,17060.39,1.52,1.109
2021-07-16,Kosovo,1800000,685,307772,8,3414,343,27730,684.1,17098.44,1.54,1.109
2021-07-17,Kosovo,1800000,706,308478,8,3422,344,28074,687.9,17137.67,1.56,1.109
2021-07-18,Kosovo,1800000,682,309160,7,3429,365,28439,690.4,17175.56,1.58,1.109
2021-07-19,Kosovo,1800000,736,309896,8,3437,339,28778,695.6,17216.44,1.6,1.109
2021-07-20,Kosovo,1800000,711,310607,8,3445,410,29188,697.7,17255.94,1.62,1.109
2021-07-21,Kosovo,1800000,722,311329,8,3453,306,29494,705.1,17296.06,1.64,1.109
2021-07-22,Kosovo,1800000,699,312028,8,3461,343,29837,705.9,17334.89,1.66,1.109
2021-07-23,Kosovo,1800000,705,312733,8,3469,376,30213,708.7,17374.06,1.68,1.109
2021-07-24,Kosovo,1800000,711,313444,7,3476,305,30518,709.4,17413.56,1.7,1.109
2021-07-25,Kosovo,1800000,745,314189,8,3484,360,30878,718.4,17454.94,1.72,1.109
2021-07-26,Kosovo,1800000,712,314901,8,3492,395,31273,715.0,17494.5,1.74,1.109
2021-07-27,Kosovo,1800000,730,315631,8,3500,401,31674,717.7,17535.06,1.76,1.109
2021-07-28,Kosovo,1800000,711,316342,8,3508,342,32016,716.1,17574.56,1.78,1.109
2021-07-29,Kosovo,1800000,699,317041,8,3516,350,32366,716.1,17613.39,1.8,1.109
2021-07-30,Kosovo,1800000,773,317814,8,3524,369,32735,725.9,17656.33,1.82,1.109
2021-07-31,Kosovo,1800000,736,318550,9,3533,442,33177,729.4,17697.22,1.84,1.109
2021-08-01,Kosovo,1800000,731,319281,8,3541,435,33612,727.4,17737.83,1.87,1.109
